+1.4527093089e-02 +0.0000000000e+00
+3.3602607934e-02 +0.0000000000e+00
+5.2197424794e-02 +0.0000000000e+00
+7.0003487369e-02 +0.0000000000e+00
+8.6748875611e-02 +0.0000000000e+00
+1.0217939293e-01 +0.0000000000e+00
+1.1606103403e-01 +0.0000000000e+00
+1.2818333506e-01 +0.0000000000e+00
+1.3836252120e-01 +0.0000000000e+00
+1.4644428041e-01 +0.0000000000e+00
+1.5230609851e-01 +0.0000000000e+00
+1.5585911481e-01 +0.0000000000e+00
+1.5704946850e-01 +0.0000000000e+00
+1.5585911481e-01 +0.0000000000e+00
+1.5230609851e-01 +0.0000000000e+00
+1.4644428041e-01 +0.0000000000e+00
+1.3836252120e-01 +0.0000000000e+00
+1.2818333506e-01 +0.0000000000e+00
+1.1606103403e-01 +0.0000000000e+00
+1.0217939293e-01 +0.0000000000e+00
+8.6748875611e-02 +0.0000000000e+00
+7.0003487369e-02 +0.0000000000e+00
+5.2197424794e-02 +0.0000000000e+00
+3.3602607934e-02 +0.0000000000e+00
+1.4527093089e-02 +0.0000000000e+00
+9.6847287259e-04 -2.2787597002e-04
+2.2401738623e-03 -5.2709973230e-04
+3.4798283196e-03 -8.1878313403e-04
+4.6668991579e-03 -1.0980939195e-03
+5.7832583741e-03 -1.3607666762e-03
+6.8119595285e-03 -1.6028140067e-03
+7.7374022686e-03 -1.8205652397e-03
+8.5455556707e-03 -2.0107189813e-03
+9.2241680803e-03 -2.1703924895e-03
+9.7629520274e-03 -2.2971651829e-03
+1.0153739901e-02 -2.3891152707e-03
+1.0390607654e-02 -2.4448488598e-03
+1.0469964567e-02 -2.4635210745e-03
+1.0390607654e-02 -2.4448488598e-03
+1.0153739901e-02 -2.3891152707e-03
+9.7629520274e-03 -2.2971651829e-03
+9.2241680803e-03 -2.1703924895e-03
+8.5455556707e-03 -2.0107189813e-03
+7.7374022686e-03 -1.8205652397e-03
+6.8119595285e-03 -1.6028140067e-03
+5.7832583741e-03 -1.3607666762e-03
+4.6668991579e-03 -1.0980939195e-03
+3.4798283196e-03 -8.1878313403e-04
+2.2401738623e-03 -5.2709973230e-04
+9.6847287259e-04 -2.2787597002e-04
+1.0254418651e-03 +2.2787597002e-04
+2.3719487954e-03 +5.2709973230e-04
+3.6845241031e-03 +8.1878313403e-04
+4.9414226378e-03 +1.0980939195e-03
+6.1234500431e-03 +1.3607666762e-03
+7.2126630302e-03 +1.6028140067e-03
+8.1925435785e-03 +1.8205652397e-03
+9.0482354160e-03 +2.0107189813e-03
+9.7667662027e-03 +2.1703924895e-03
+1.0337243323e-02 +2.2971651829e-03
+1.0751018718e-02 +2.3891152707e-03
+1.1001819869e-02 +2.4448488598e-03
+1.1085844835e-02 +2.4635210745e-03
+1.1001819869e-02 +2.4448488598e-03
+1.0751018718e-02 +2.3891152707e-03
+1.0337243323e-02 +2.2971651829e-03
+9.7667662027e-03 +2.1703924895e-03
+9.0482354160e-03 +2.0107189813e-03
+8.1925435785e-03 +1.8205652397e-03
+7.2126630302e-03 +1.6028140067e-03
+6.1234500431e-03 +1.3607666762e-03
+4.9414226378e-03 +1.0980939195e-03
+3.6845241031e-03 +8.1878313403e-04
+2.3719487954e-03 +5.2709973230e-04
+1.0254418651e-03 +2.2787597002e-04
+3.1902635803e-02 +0.0000000000e+00
+7.3793962522e-02 +0.0000000000e+00
+1.1462963876e-01 +0.0000000000e+00
+1.5373314873e-01 +0.0000000000e+00
+1.9050733467e-01 +0.0000000000e+00
+2.2439396094e-01 +0.0000000000e+00
+2.5487913355e-01 +0.0000000000e+00
+2.8150065739e-01 +0.0000000000e+00
+3.0385494853e-01 +0.0000000000e+00
+3.2160312561e-01 +0.0000000000e+00
+3.3447613790e-01 +0.0000000000e+00
+3.4227884037e-01 +0.0000000000e+00
+3.4489295043e-01 +0.0000000000e+00
+3.4227884037e-01 +0.0000000000e+00
+3.3447613790e-01 +0.0000000000e+00
+3.2160312561e-01 +0.0000000000e+00
+3.0385494853e-01 +0.0000000000e+00
+2.8150065739e-01 +0.0000000000e+00
+2.5487913355e-01 +0.0000000000e+00
+2.2439396094e-01 +0.0000000000e+00
+1.9050733467e-01 +0.0000000000e+00
+1.5373314873e-01 +0.0000000000e+00
+1.1462963876e-01 +0.0000000000e+00
+7.3793962522e-02 +0.0000000000e+00
+3.1902635803e-02 +0.0000000000e+00
