+5.6648635171e-03 +0.0000000000e+00
+2.9753500139e-02 +0.0000000000e+00
+7.2707421683e-02 +0.0000000000e+00
+1.3388520271e-01 +0.0000000000e+00
+2.1236064833e-01 +0.0000000000e+00
+3.0694443963e-01 +0.0000000000e+00
+4.1620288020e-01 +0.0000000000e+00
+5.3847976394e-01 +0.0000000000e+00
+6.7192151741e-01 +0.0000000000e+00
+8.1450531009e-01 +0.0000000000e+00
+9.6406972326e-01 +0.0000000000e+00
+1.1183475169e+00 +0.0000000000e+00
+1.2750000000e+00 +0.0000000000e+00
+1.4316524831e+00 +0.0000000000e+00
+1.5859302767e+00 +0.0000000000e+00
+1.7354946899e+00 +0.0000000000e+00
+1.8780784826e+00 +0.0000000000e+00
+2.0115202361e+00 +0.0000000000e+00
+2.1337971198e+00 +0.0000000000e+00
+2.2430555604e+00 +0.0000000000e+00
+2.3376393517e+00 +0.0000000000e+00
+2.4161147973e+00 +0.0000000000e+00
+2.4772925783e+00 +0.0000000000e+00
+2.5202464999e+00 +0.0000000000e+00
+2.5443351365e+00 +0.0000000000e+00
+2.5503776576e+00 -8.8860604190e-05
+2.5519835667e+00 -4.6672157081e-04
+2.5548471614e+00 -1.1405085754e-03
+2.5589256802e+00 -2.1001600424e-03
+2.5641573766e+00 -3.3311474248e-03
+2.5704629626e+00 -4.8148147393e-03
+2.5777468587e+00 -6.5286726305e-03
+2.5858986509e+00 -8.4467413952e-03
+2.5947947678e+00 -1.0539945371e-02
+2.6043003540e+00 -1.2776553884e-02
+2.6142713149e+00 -1.5122662326e-02
+2.6245565011e+00 -1.7542706148e-02
+2.6350000000e+00 -2.0000000000e-02
+2.6454434989e+00 -2.2457293852e-02
+2.6557286851e+00 -2.4877337674e-02
+2.6656996460e+00 -2.7223446116e-02
+2.6752052322e+00 -2.9460054629e-02
+2.6841013491e+00 -3.1553258605e-02
+2.6922531413e+00 -3.3471327369e-02
+2.6995370374e+00 -3.5185185261e-02
+2.7058426234e+00 -3.6668852575e-02
+2.7110743198e+00 -3.7899839958e-02
+2.7151528386e+00 -3.8859491425e-02
+2.7180164333e+00 -3.9533278429e-02
+2.7196223424e+00 -3.9911139396e-02
+2.7203998727e+00 -3.9911139396e-02
+2.7221002471e+00 -3.9533278429e-02
+2.7251322886e+00 -3.8859491425e-02
+2.7294507202e+00 -3.7899839958e-02
+2.7349901634e+00 -3.6668852575e-02
+2.7416666663e+00 -3.5185185261e-02
+2.7493790268e+00 -3.3471327369e-02
+2.7580103363e+00 -3.1553258605e-02
+2.7674297542e+00 -2.9460054629e-02
+2.7774944925e+00 -2.7223446116e-02
+2.7880519805e+00 -2.4877337674e-02
+2.7989421777e+00 -2.2457293852e-02
+2.8100000000e+00 -2.0000000000e-02
+2.8210578223e+00 -1.7542706148e-02
+2.8319480195e+00 -1.5122662326e-02
+2.8425055075e+00 -1.2776553884e-02
+2.8525702458e+00 -1.0539945371e-02
+2.8619896637e+00 -8.4467413952e-03
+2.8706209732e+00 -6.5286726305e-03
+2.8783333337e+00 -4.8148147393e-03
+2.8850098366e+00 -3.3311474248e-03
+2.8905492798e+00 -2.1001600424e-03
+2.8948677114e+00 -1.1405085754e-03
+2.8978997529e+00 -4.6672157081e-04
+2.8996001273e+00 -8.8860604190e-05
+2.9124404846e+00 +0.0000000000e+00
+2.9653410199e+00 +0.0000000000e+00
+3.0596712006e+00 +0.0000000000e+00
+3.1940224059e+00 +0.0000000000e+00
+3.3663606395e+00 +0.0000000000e+00
+3.5740740635e+00 +0.0000000000e+00
+3.8140141683e+00 +0.0000000000e+00
+4.0825437953e+00 +0.0000000000e+00
+4.3755923520e+00 +0.0000000000e+00
+4.6887175437e+00 +0.0000000000e+00
+5.0171727256e+00 +0.0000000000e+00
+5.3559788607e+00 +0.0000000000e+00
+5.7000000000e+00 +0.0000000000e+00
+6.0440211393e+00 +0.0000000000e+00
+6.3828272744e+00 +0.0000000000e+00
+6.7112824563e+00 +0.0000000000e+00
+7.0244076480e+00 +0.0000000000e+00
+7.3174562047e+00 +0.0000000000e+00
+7.5859858317e+00 +0.0000000000e+00
+7.8259259365e+00 +0.0000000000e+00
+8.0336393605e+00 +0.0000000000e+00
+8.2059775941e+00 +0.0000000000e+00
+8.3403287994e+00 +0.0000000000e+00
+8.4346589801e+00 +0.0000000000e+00
+8.4875595154e+00 +0.0000000000e+00
